date,price,yr_built
11/14/2014,523000,1967
3/16/2015,390000,1967
8/28/2014,514000,1967
7/10/2014,499950,1967
5/11/2015,900000,1967
4/23/2015,1.05E+06,1967
7/31/2014,710000,1967
1/20/2015,545000,1967
11/3/2014,369950,1967
7/31/2014,318000,1967
12/2/2014,219000,1967
7/1/2014,382500,1967
3/31/2015,833000,1967
4/27/2015,279950,1967
8/28/2014,710000,1967
3/10/2015,390000,1967
1/13/2015,515000,1967
7/16/2014,323000,1967
6/6/2014,294700,1967
2/4/2015,215000,1967
6/16/2014,304000,1967
5/23/2014,465425,1967
2/4/2015,485000,1967
11/6/2014,353000,1967
5/13/2014,225000,1967
8/11/2014,415000,1967
4/23/2015,513000,1967
3/21/2015,230000,1967
8/5/2014,235000,1967
3/13/2015,975000,1967
1/26/2015,295000,1967
8/28/2014,450000,1967
7/28/2014,407450,1967
6/26/2014,300000,1967
10/7/2014,1.45E+06,1967
12/11/2014,400000,1967
1/26/2015,750000,1967
2/25/2015,425500,1967
2/12/2015,410000,1967
3/17/2015,480000,1967
5/20/2014,925000,1967
9/24/2014,212000,1967
7/7/2014,215000,1967
12/19/2014,319000,1967
12/1/2014,350000,1967
6/12/2014,599000,1967
10/2/2014,770000,1967
12/15/2014,424500,1967
12/5/2014,239999,1967
7/2/2014,1.04E+06,1967
4/14/2015,678000,1967
8/27/2014,632000,1967
3/10/2015,485000,1967
5/20/2014,519900,1967
12/17/2014,352500,1967
11/25/2014,258000,1967
1/29/2015,1.49E+06,1967
6/30/2014,550000,1967
2/13/2015,584999,1967
10/24/2014,565000,1967
6/27/2014,415000,1967
4/25/2015,239000,1967
6/10/2014,219900,1967
4/17/2015,320000,1967
6/17/2014,545000,1967
5/29/2014,790000,1967
6/5/2014,795000,1967
2/4/2015,260000,1967
4/10/2015,925000,1967
3/21/2015,871000,1967
5/7/2014,515000,1967
4/14/2015,1.25E+06,1967
4/2/2015,410988,1967
5/20/2014,200000,1967
4/22/2015,265000,1967
3/24/2015,559000,1967
11/25/2014,190000,1967
2/23/2015,314950,1967
6/26/2014,358000,1967
2/3/2015,895000,1967
6/20/2014,291000,1967
11/24/2014,800000,1967
6/4/2014,453500,1967
3/16/2015,290000,1967
9/22/2014,525000,1967
9/29/2014,355000,1967
6/17/2014,415000,1967
5/6/2014,610000,1967
5/15/2014,204700,1967
4/20/2015,305000,1967
7/14/2014,580000,1967
12/29/2014,250000,1967
12/10/2014,490000,1967
9/16/2014,235000,1967
6/27/2014,209950,1967
9/16/2014,285000,1967
10/29/2014,329922,1967
7/9/2014,480000,1967
5/19/2014,464000,1967
8/20/2014,350000,1967
7/1/2014,1.08E+06,1967
6/2/2014,366000,1967
12/15/2014,429950,1967
5/1/2015,1.20E+06,1967
9/23/2014,275000,1967
4/29/2015,380000,1967
4/13/2015,893880,1967
9/4/2014,530000,1967
8/20/2014,521000,1967
4/10/2015,255000,1967
2/19/2015,435000,1967
12/1/2014,605000,1967
8/26/2014,251000,1967
5/2/2014,382500,1967
9/15/2014,229900,1967
10/10/2014,1.40E+06,1967
7/8/2014,390000,1967
4/30/2015,420000,1967
3/16/2015,1.06E+06,1967
10/31/2014,285000,1967
10/9/2014,612500,1967
6/2/2014,440000,1967
11/21/2014,209000,1967
7/18/2014,945000,1967
5/8/2014,538000,1967
7/30/2014,1.01E+06,1967
5/28/2014,465000,1967
9/17/2014,282000,1967
5/20/2014,300000,1967
8/5/2014,1.00E+06,1967
2/27/2015,315000,1967
6/23/2014,225000,1967
12/17/2014,236000,1967
8/28/2014,300000,1967
8/22/2014,600000,1967
4/29/2015,275900,1967
7/14/2014,325000,1967
11/10/2014,277700,1967
7/9/2014,400000,1967
8/4/2014,335000,1967
10/2/2014,705000,1967
1/5/2015,400000,1967
12/18/2014,325000,1967
5/27/2014,465000,1967
8/14/2014,423000,1967
5/20/2014,219950,1967
2/20/2015,270000,1967
5/7/2014,313000,1967
2/17/2015,227490,1967
3/18/2015,209950,1967
2/10/2015,610000,1967
4/10/2015,545000,1967
9/4/2014,606150,1967
5/22/2014,245000,1967
11/4/2014,495000,1967
6/24/2014,400000,1967
2/10/2015,599000,1967
5/23/2014,132500,1967
10/10/2014,663000,1967
7/18/2014,255000,1967
2/9/2015,599380,1967
10/10/2014,381000,1967
9/23/2014,252500,1967
6/20/2014,425000,1967
11/24/2014,335000,1967
7/22/2014,481000,1967
7/14/2014,336000,1967
5/28/2014,600000,1967
10/3/2014,185000,1967
10/30/2014,230000,1967
10/23/2014,207000,1967
5/13/2014,780000,1967
2/20/2015,230000,1967
11/3/2014,431000,1967
7/24/2014,650000,1967
4/6/2015,345000,1967
12/9/2014,215000,1967
7/17/2014,199900,1967
10/22/2014,383000,1967
11/12/2014,599950,1967
2/10/2015,940000,1967
7/21/2014,326250,1967
9/17/2014,340000,1967
11/4/2014,550000,1967
6/25/2014,744500,1967
8/4/2014,375000,1967
5/19/2014,442500,1967
9/8/2014,300000,1967
3/19/2015,260000,1967
4/13/2015,350000,1967
11/21/2014,267500,1967
9/16/2014,333000,1967
4/3/2015,352500,1967
9/13/2014,295000,1967
10/10/2014,860000,1967
11/5/2014,290000,1967
2/18/2015,234950,1967
10/6/2014,245000,1967
10/1/2014,217000,1967
7/22/2014,360000,1967
8/6/2014,245000,1967
3/4/2015,520000,1967
3/5/2015,175000,1967
4/17/2015,358000,1967
9/18/2014,275000,1967
1/21/2015,464550,1967
12/26/2014,215000,1967
10/30/2014,250000,1967
1/7/2015,273500,1967
6/18/2014,180000,1967
11/13/2014,309950,1967
6/26/2014,267000,1967
10/27/2014,620000,1967
6/3/2014,613000,1967
9/5/2014,525000,1967
1/23/2015,162500,1967
5/6/2014,465000,1967
12/23/2014,325000,1967
1/27/2015,230000,1967
8/18/2014,377000,1967
4/2/2015,550000,1967
10/1/2014,234000,1967
12/10/2014,575950,1967
3/16/2015,175000,1967
10/24/2014,1.13E+06,1967
7/7/2014,821000,1967
4/17/2015,429950,1967
5/20/2014,335000,1967
6/4/2014,129000,1967
4/8/2015,485000,1967
7/25/2014,230000,1967
1/5/2015,165000,1967
8/27/2014,450000,1967
4/15/2015,251000,1967
4/7/2015,503000,1967
3/25/2015,435000,1967
5/8/2014,297950,1967
8/5/2014,330000,1967
8/27/2014,380000,1967
2/18/2015,624900,1967
7/14/2014,415000,1967
7/31/2014,725000,1967
4/24/2015,427000,1967
6/17/2014,206000,1967
10/10/2014,330000,1967
7/7/2014,437000,1967
6/16/2014,285500,1967
11/19/2014,397000,1967
6/9/2014,852500,1967
1/30/2015,330000,1967
3/5/2015,315000,1967
2/24/2015,369300,1967
7/11/2014,230000,1967
1/5/2015,383000,1967
2/18/2015,225000,1967
12/20/2014,260000,1967
12/11/2014,148900,1967
7/7/2014,229500,1967
2/25/2015,285000,1967
6/26/2014,451000,1967
4/10/2015,427500,1967
9/9/2014,330000,1967
9/15/2014,537000,1967
12/29/2014,275000,1967
11/10/2014,208000,1967
7/11/2014,620000,1967
5/21/2014,396450,1967
5/27/2014,268000,1967
11/4/2014,290000,1967
2/3/2015,425000,1967
7/8/2014,205000,1967
9/19/2014,1.05E+06,1967
8/5/2014,450000,1967
1/8/2015,218250,1967
3/25/2015,225000,1967
7/9/2014,215000,1967
5/14/2014,215000,1967
8/19/2014,300000,1967
5/6/2015,190000,1967
6/30/2014,492650,1967
4/28/2015,529950,1967
8/26/2014,2.00E+06,1968
8/27/2014,951000,1968
8/25/2014,204000,1968
8/5/2014,220000,1968
5/29/2014,452000,1968
7/8/2014,527700,1968
10/3/2014,320000,1968
12/8/2014,225000,1968
7/23/2014,389999,1968
7/3/2014,940000,1968
1/21/2015,560000,1968
6/19/2014,269900,1968
12/2/2014,400000,1968
1/27/2015,232000,1968
12/12/2014,426700,1968
8/13/2014,385000,1968
12/22/2014,250000,1968
8/22/2014,226000,1968
4/25/2015,718000,1968
9/15/2014,499000,1968
6/23/2014,235000,1968
4/16/2015,234000,1968
6/25/2014,995000,1968
9/2/2014,605000,1968
9/9/2014,445950,1968
4/28/2015,389000,1968
8/25/2014,290000,1968
10/6/2014,300000,1968
8/7/2014,715000,1968
10/13/2014,365000,1968
4/9/2015,957500,1968
8/14/2014,249950,1968
6/26/2014,177500,1968
9/9/2014,495000,1968
7/28/2014,442500,1968
5/8/2014,830000,1968
8/27/2014,535000,1968
6/5/2014,530000,1968
10/27/2014,390000,1968
6/14/2014,850000,1968
3/5/2015,150000,1968
3/30/2015,133000,1968
12/11/2014,485000,1968
6/26/2014,302000,1968
3/25/2015,322000,1968
12/22/2014,585000,1968
6/17/2014,235000,1968
9/23/2014,292500,1968
9/3/2014,700000,1968
11/14/2014,380000,1968
2/20/2015,290000,1968
10/5/2014,169575,1968
2/25/2015,250000,1968
7/8/2014,190000,1968
6/30/2014,385000,1968
2/24/2015,330000,1968
4/24/2015,441500,1968
4/8/2015,350000,1968
8/29/2014,769000,1968
1/28/2015,276000,1968
6/26/2014,254600,1968
9/10/2014,485000,1968
3/20/2015,1.13E+06,1968
3/31/2015,830000,1968
9/22/2014,364000,1968
1/27/2015,315000,1968
5/6/2015,491500,1968
11/20/2014,218000,1968
9/29/2014,555000,1968
1/12/2015,374500,1968
6/18/2014,403500,1968
6/9/2014,390000,1968
1/13/2015,207500,1968
10/28/2014,209950,1968
4/29/2015,980000,1968
8/21/2014,222000,1968
1/27/2015,621500,1968
6/17/2014,405000,1968
6/23/2014,200000,1968
6/24/2014,225000,1968
8/25/2014,213500,1968
3/18/2015,495000,1968
8/25/2014,589000,1968
11/5/2014,575000,1968
4/21/2015,445000,1968
6/12/2014,210000,1968
10/29/2014,387000,1968
1/13/2015,357823,1968
7/10/2014,439000,1968
4/29/2015,441000,1968
10/3/2014,290000,1968
8/8/2014,270000,1968
1/8/2015,329500,1968
7/8/2014,326500,1968
12/12/2014,371000,1968
4/17/2015,240415,1968
12/26/2014,160134,1968
3/20/2015,249950,1968
12/3/2014,247000,1968
3/10/2015,315001,1968
4/14/2015,765000,1968
12/4/2014,315000,1968
4/27/2015,195000,1968
1/23/2015,261000,1968
7/21/2014,375000,1968
11/19/2014,425000,1968
5/11/2015,330000,1968
10/9/2014,525000,1968
5/19/2014,475000,1968
3/19/2015,240000,1968
8/8/2014,210000,1968
3/10/2015,340000,1968
9/8/2014,575000,1968
9/4/2014,322500,1968
8/1/2014,354000,1968
9/4/2014,406430,1968
12/31/2014,241500,1968
5/6/2015,227500,1968
9/25/2014,450000,1968
7/12/2014,335000,1968
8/15/2014,259950,1968
3/11/2015,352000,1968
1/26/2015,625700,1968
6/4/2014,327500,1968
4/6/2015,420200,1968
12/2/2014,440000,1968
11/25/2014,554000,1968
9/10/2014,199000,1968
7/31/2014,275000,1968
7/8/2014,560000,1968
7/16/2014,525000,1968
7/21/2014,229900,1968
4/10/2015,603000,1968
8/13/2014,524400,1968
7/21/2014,560000,1968
7/22/2014,257500,1968
10/20/2014,277000,1968
2/20/2015,248000,1968
3/31/2015,430000,1968
9/9/2014,289000,1968
7/14/2014,555000,1968
1/5/2015,445000,1968
9/9/2014,234000,1968
12/12/2014,301000,1968
6/24/2014,600000,1968
5/5/2014,384900,1968
7/21/2014,253000,1968
3/20/2015,556300,1968
4/8/2015,198000,1968
11/11/2014,502700,1968
7/11/2014,800000,1968
10/1/2014,1.16E+06,1968
10/21/2014,225000,1968
2/26/2015,284000,1968
4/29/2015,499950,1968
4/29/2015,337500,1968
9/30/2014,300000,1968
1/23/2015,510000,1968
6/19/2014,395000,1968
8/5/2014,237000,1968
4/2/2015,1.17E+06,1968
10/22/2014,449000,1968
3/27/2015,860000,1968
6/18/2014,407450,1968
4/29/2015,650000,1968
9/9/2014,222000,1968
5/11/2015,371000,1968
4/24/2015,1.82E+06,1968
5/28/2014,305000,1968
3/5/2015,450000,1968
4/23/2015,280400,1968
4/29/2015,754000,1968
4/13/2015,585000,1968
8/1/2014,675000,1968
7/8/2014,228950,1968
5/4/2015,360000,1968
3/18/2015,452000,1968
5/8/2015,1.30E+06,1968
6/27/2014,350000,1968
6/11/2014,290000,1968
9/16/2014,360000,1968
7/16/2014,347000,1968
1/13/2015,667000,1968
4/21/2015,799000,1968
6/25/2014,860000,1968
9/18/2014,505000,1968
1/21/2015,340000,1968
9/18/2014,215000,1968
10/16/2014,900000,1968
6/23/2014,249000,1968
2/20/2015,290000,1968
6/19/2014,440000,1968
12/11/2014,299950,1968
1/15/2015,420000,1968
4/21/2015,237200,1968
2/20/2015,234000,1968
6/16/2014,499000,1968
4/23/2015,333760,1968
7/22/2014,380000,1968
8/18/2014,708000,1968
4/2/2015,714000,1968
3/31/2015,463800,1968
12/30/2014,226500,1968
3/19/2015,1.50E+06,1968
7/8/2014,148226,1968
11/3/2014,313000,1968
9/9/2014,205000,1968
2/9/2015,1.17E+06,1968
5/12/2014,947500,1968
10/3/2014,652000,1968
3/17/2015,288000,1968
3/27/2015,450000,1968
8/20/2014,497000,1968
4/9/2015,289571,1968
5/12/2015,495000,1968
8/13/2014,213950,1968
2/4/2015,294900,1968
6/24/2014,305000,1968
4/28/2015,1.58E+06,1968
8/12/2014,375000,1968
2/11/2015,246900,1968
9/10/2014,215000,1968
6/25/2014,245700,1968
4/29/2015,825000,1968
1/26/2015,233000,1968
9/23/2014,570000,1968
9/21/2014,1.18E+06,1968
6/26/2014,815000,1968
4/6/2015,305000,1968
7/14/2014,410000,1968
8/11/2014,402000,1968
4/17/2015,206000,1968
8/20/2014,205000,1968
8/5/2014,309500,1968
8/1/2014,335500,1968
9/30/2014,275000,1968
4/20/2015,185000,1968
2/12/2015,601500,1968
5/13/2014,345000,1968
12/11/2014,172000,1968
10/10/2014,359500,1968
8/11/2014,870000,1968
8/28/2014,263000,1968
4/17/2015,420000,1968
9/16/2014,735000,1968
1/29/2015,184000,1968
10/28/2014,309500,1968
4/22/2015,2.00E+06,1968
4/21/2015,1.30E+06,1968
7/14/2014,498000,1968
9/17/2014,561500,1968
7/11/2014,582000,1968
5/9/2014,290000,1968
3/26/2015,453000,1968
7/11/2014,206000,1968
1/12/2015,320000,1968
11/6/2014,300000,1968
6/9/2014,550000,1968
11/7/2014,456000,1968
4/28/2015,500000,1968
12/1/2014,260000,1968
7/14/2014,529950,1968
5/7/2015,450000,1968
4/19/2015,575000,1968
8/6/2014,260000,1968
6/17/2014,402000,1968
11/4/2014,325000,1968
2/19/2015,245000,1968
1/2/2015,230000,1968
9/22/2014,470000,1968
2/5/2015,240000,1968
5/12/2014,368000,1968
1/14/2015,212000,1968
7/1/2014,540000,1968
9/10/2014,450000,1968
6/5/2014,547000,1968
7/2/2014,305000,1968
2/22/2015,269950,1968
9/11/2014,200126,1968
12/12/2014,400000,1968
5/13/2014,675000,1968
1/22/2015,485000,1968
3/31/2015,548000,1968
5/7/2014,314950,1968
4/20/2015,309000,1968
10/22/2014,294950,1968
12/9/2014,600000,1968
11/24/2014,210000,1968
8/28/2014,375000,1968
9/15/2014,575000,1968
7/15/2014,495000,1968
7/15/2014,396000,1968
4/14/2015,270000,1968
10/14/2014,285000,1968
7/7/2014,209950,1968
6/3/2014,239000,1968
5/4/2015,540000,1968
6/24/2014,599000,1968
11/7/2014,421000,1968
1/28/2015,175000,1968
4/28/2015,335000,1968
4/6/2015,675000,1968
10/10/2014,455000,1968
3/18/2015,268300,1968
3/17/2015,670000,1968
3/25/2015,710000,1968
10/21/2014,495000,1968
5/7/2014,480500,1968
9/24/2014,981000,1968
11/12/2014,475000,1968
9/17/2014,361810,1968
10/18/2014,530000,1968
4/13/2015,650000,1968
6/18/2014,507000,1968
12/24/2014,434400,1968
7/21/2014,229900,1968
10/10/2014,1.30E+06,1968
8/21/2014,614306,1968
10/14/2014,1.95E+06,1968
5/2/2014,315000,1968
2/18/2015,249500,1968
6/10/2014,360000,1968
4/9/2015,400000,1968
4/1/2015,355500,1968
7/24/2014,367000,1968
5/27/2014,305000,1968
3/14/2015,1.19E+06,1968
6/13/2014,725000,1968
6/24/2014,218000,1968
8/8/2014,225000,1968
12/1/2014,420000,1968
9/16/2014,640000,1968
6/24/2014,275000,1968
8/21/2014,993500,1968
5/14/2014,1.88E+06,1968
7/29/2014,280000,1968
3/30/2015,305000,1968
7/24/2014,499900,1968
9/9/2014,347000,1968
5/9/2014,465000,1968
5/2/2014,284000,1968
8/15/2014,269500,1968
4/13/2015,179950,1968
9/2/2014,447000,1968
5/22/2014,592500,1968
8/11/2014,269950,1968
8/13/2014,283700,1968
2/18/2015,227000,1968
8/25/2014,1.32E+06,1968
12/1/2014,1.44E+06,1968
8/13/2014,372500,1968
5/28/2014,253400,1968
5/11/2015,382880,1968
7/14/2014,252000,1968
5/7/2014,409500,1968
11/24/2014,218250,1968
12/4/2014,419995,1968
5/13/2014,319000,1968
11/12/2014,1.07E+06,1968
12/31/2014,219200,1968
2/19/2015,705640,1968
11/17/2014,443000,1968
11/5/2014,280000,1968
9/10/2014,380000,1968
6/18/2014,299000,1968
9/24/2014,680000,1968
11/4/2014,299500,1968
2/17/2015,279475,1968
12/15/2014,455000,1968
3/3/2015,335000,1968
1/22/2015,699999,1968
6/4/2014,229500,1968
10/2/2014,270000,1968
6/24/2014,295000,1968
6/5/2014,270000,1968
7/10/2014,710000,1968
3/25/2015,586000,1968
8/5/2014,185000,1968
6/25/2014,410000,1968
5/2/2014,491500,1968
3/11/2015,110000,1968
4/24/2015,230000,1969
2/13/2015,240000,1969
4/15/2015,269000,1969
10/14/2014,385000,1969
7/3/2014,304900,1969
2/2/2015,240000,1969
3/24/2015,252000,1969
11/11/2014,799000,1969
1/21/2015,475000,1969
9/30/2014,478500,1969
9/18/2014,215000,1969
7/9/2014,232500,1969
12/11/2014,254000,1969
10/21/2014,225000,1969
8/12/2014,469500,1969
8/25/2014,349500,1969
8/18/2014,399950,1969
4/27/2015,385000,1969
3/30/2015,680000,1969
3/25/2015,847000,1969
6/18/2014,274500,1969
12/16/2014,635000,1969
5/22/2014,180000,1969
11/6/2014,331500,1969
5/5/2014,219900,1969
4/7/2015,416000,1969
12/1/2014,467500,1969
3/31/2015,975000,1969
12/1/2014,1.10E+06,1969
12/22/2014,411800,1969
8/27/2014,640000,1969
4/1/2015,528000,1969
4/28/2015,380000,1969
4/25/2015,150000,1969
6/26/2014,460000,1969
9/25/2014,361000,1969
6/3/2014,225000,1969
1/19/2015,339900,1969
11/24/2014,360000,1969
7/8/2014,600000,1969
12/9/2014,225000,1969
9/22/2014,500000,1969
12/15/2014,985000,1969
12/12/2014,143000,1969
4/3/2015,340500,1969
6/19/2014,580000,1969
1/26/2015,315500,1969
12/1/2014,401000,1969
6/9/2014,250250,1969
10/7/2014,240000,1969
11/14/2014,455000,1969
5/8/2015,209000,1969
11/21/2014,950000,1969
11/3/2014,210000,1969
5/4/2015,203000,1969
8/26/2014,414000,1969
3/26/2015,1.00E+06,1969
2/11/2015,340000,1969
12/4/2014,1.08E+06,1969
7/18/2014,470000,1969
7/25/2014,419000,1969
6/16/2014,265000,1969
12/14/2014,339888,1969
7/16/2014,192950,1969
9/26/2014,525000,1969
9/9/2014,397500,1969
4/8/2015,220000,1969
4/8/2015,600000,1969
2/23/2015,325000,1969
3/16/2015,332900,1969
2/11/2015,186000,1969
5/13/2014,1.90E+06,1969
3/13/2015,1.94E+06,1969
10/14/2014,195000,1969
9/26/2014,169000,1969
1/16/2015,199990,1969
12/1/2014,368000,1969
3/25/2015,460000,1969
12/13/2014,410000,1969
8/13/2014,179000,1969
7/3/2014,565000,1969
2/26/2015,310000,1969
5/1/2015,310000,1969
4/30/2015,216500,1969
8/27/2014,265000,1969
10/14/2014,89000,1969
9/29/2014,395000,1969
12/19/2014,268500,1969
7/8/2014,336000,1969
4/20/2015,465000,1969
2/6/2015,455000,1969
2/17/2015,675000,1969
1/28/2015,310650,1969
7/22/2014,215000,1969
7/15/2014,178000,1969
5/21/2014,350000,1969
12/2/2014,340000,1969
7/11/2014,525000,1969
5/20/2014,290000,1969
12/2/2014,549950,1969
9/30/2014,850000,1969
1/15/2015,265000,1969
8/6/2014,176000,1969
2/17/2015,325500,1969
2/13/2015,607500,1969
9/22/2014,149000,1969
10/8/2014,175409,1969
4/16/2015,260656,1969
3/9/2015,679000,1969
6/24/2014,358000,1969
3/11/2015,345000,1969
6/28/2014,339900,1969
6/24/2014,258000,1969
6/25/2014,152000,1969
12/10/2014,245000,1969
5/21/2014,330000,1969
4/22/2015,650000,1969
7/9/2014,306000,1969
2/19/2015,189000,1969
4/22/2015,365000,1969
6/2/2014,955000,1969
12/17/2014,279000,1969
1/9/2015,367500,1969
6/4/2014,1.10E+06,1969
2/20/2015,998000,1969
6/5/2014,386000,1969
4/29/2015,555000,1969
7/7/2014,320000,1969
5/9/2014,260000,1969
12/29/2014,220000,1969
12/16/2014,284850,1969
6/27/2014,230000,1969
4/14/2015,1.25E+06,1969
11/19/2014,2.38E+06,1969
4/24/2015,308000,1969
4/23/2015,1.35E+06,1969
10/8/2014,201000,1969
7/3/2014,1.14E+06,1969
7/29/2014,306000,1969
12/10/2014,202000,1969
1/16/2015,450000,1969
10/30/2014,330000,1969
11/13/2014,128000,1969
10/28/2014,230000,1969
12/8/2014,800000,1969
4/30/2015,350000,1969
9/25/2014,180000,1969
12/26/2014,525000,1969
6/3/2014,449500,1969
6/2/2014,410000,1969
2/2/2015,209000,1969
4/9/2015,220000,1969
5/12/2014,201000,1969
8/27/2014,545000,1969
5/15/2014,215000,1969
5/21/2014,256750,1969
11/5/2014,544300,1969
11/7/2014,275000,1969
7/25/2014,590000,1969
9/18/2014,330000,1969
7/14/2014,432000,1969
6/27/2014,1.20E+06,1969
9/20/2014,535000,1969
4/14/2015,350000,1969
4/21/2015,485000,1969
9/9/2014,385000,1969
4/15/2015,422500,1969
12/3/2014,399950,1969
4/23/2015,314950,1969
6/19/2014,335000,1969
2/4/2015,510000,1969
4/6/2015,229950,1969
3/6/2015,215150,1969
12/31/2014,146000,1969
3/18/2015,460000,1969
3/25/2015,360000,1969
8/4/2014,385000,1969
7/11/2014,530000,1969
7/25/2014,310000,1969
8/14/2014,364000,1969
2/27/2015,369000,1969
9/15/2014,307500,1969
4/28/2015,191000,1969
3/18/2015,225500,1969
11/17/2014,318000,1969
11/10/2014,330000,1969
1/22/2015,372000,1969
10/28/2014,202950,1969
7/22/2014,275000,1969
8/19/2014,325000,1969
6/18/2014,568450,1969
2/26/2015,350000,1969
6/2/2014,199950,1969
11/6/2014,473600,1969
5/28/2014,168500,1969
9/24/2014,280000,1969
6/23/2014,326000,1969
10/25/2014,390000,1969
11/14/2014,185000,1969
10/30/2014,294000,1969
1/7/2015,320000,1969
3/3/2015,177000,1969
6/9/2014,229950,1969
7/23/2014,250000,1969
7/15/2014,1.38E+06,1969
11/23/2014,402000,1969
4/3/2015,635000,1969
5/20/2014,120750,1969
10/21/2014,195000,1969
3/16/2015,320000,1969
7/15/2014,409950,1969
1/5/2015,419950,1969
4/28/2015,128000,1969
10/14/2014,265000,1969
4/14/2015,435000,1969
5/13/2014,635000,1969
12/17/2014,330000,1969
3/25/2015,436000,1969
10/10/2014,475000,1969
7/15/2014,372000,1969
9/5/2014,565000,1969
2/17/2015,400000,1969
11/19/2014,215000,1969
11/19/2014,185000,1969
4/29/2015,390000,1969
3/26/2015,256500,1969
11/25/2014,645000,1969
8/18/2014,255000,1969
11/6/2014,465000,1969
11/25/2014,437500,1969
12/31/2014,397000,1969
10/29/2014,152500,1969
8/18/2014,425000,1969
2/18/2015,132825,1969
4/30/2015,219950,1969
12/2/2014,349900,1969
3/18/2015,399000,1969
11/13/2014,518000,1969
12/4/2014,147500,1969
11/25/2014,189950,1969
5/15/2014,270000,1969
11/12/2014,179950,1969
5/6/2014,1.87E+06,1969
7/25/2014,183000,1969
10/7/2014,390000,1969
9/16/2014,957000,1969
6/4/2014,2.01E+06,1969
3/21/2015,217000,1969
12/30/2014,160000,1969
5/9/2014,270000,1969
9/20/2014,195000,1969
7/14/2014,240000,1969
2/1/2015,301500,1969
9/5/2014,210000,1969
12/1/2014,427000,1969
4/14/2015,330000,1969
12/10/2014,385000,1969
12/4/2014,405000,1969
9/18/2014,465000,1969
7/30/2014,358000,1969
10/14/2014,515000,1969
11/25/2014,360000,1969
3/24/2015,692500,1969
10/16/2014,355000,1969
8/4/2014,570000,1969
8/11/2014,381000,1969
12/9/2014,224000,1969
11/29/2014,90000,1969
3/17/2015,890000,1969
12/8/2014,225000,1969
12/10/2014,299000,1969
9/15/2014,400000,1969
1/28/2015,374500,1969
8/26/2014,205000,1969
10/10/2014,774888,1969
9/2/2014,351000,1969
8/13/2014,2.40E+06,1969
8/21/2014,299000,1969
3/10/2015,344000,1969
5/7/2014,185000,1969
10/9/2014,543500,1970
9/3/2014,435000,1970
8/27/2014,211000,1970
3/26/2015,345000,1970
7/2/2014,1.08E+06,1970
6/23/2014,334000,1970
3/12/2015,249000,1970
2/24/2015,230000,1970
10/29/2014,390000,1970
3/25/2015,270000,1970
10/23/2014,210000,1970
5/23/2014,235000,1970
2/6/2015,590000,1970
5/27/2014,326500,1970
12/22/2014,722500,1970
5/4/2015,750000,1970
9/19/2014,490000,1970
7/7/2014,670000,1970
5/6/2014,1.14E+06,1970
6/25/2014,905000,1970
1/9/2015,524000,1970
5/19/2014,215000,1970
8/13/2014,490000,1970
1/20/2015,290000,1970
5/13/2015,242150,1970
4/21/2015,939000,1970
12/22/2014,610000,1970
3/18/2015,232000,1970
11/13/2014,410000,1970
9/5/2014,625000,1970
5/5/2015,329000,1970
2/6/2015,203000,1970
10/8/2014,499950,1970
6/26/2014,385000,1970
1/5/2015,1.70E+06,1970
12/12/2014,289950,1970
10/2/2014,280000,1970
11/13/2014,275000,1970
9/18/2014,525000,1970
10/10/2014,430000,1970
6/12/2014,210000,1970
3/12/2015,183750,1970
12/26/2014,250000,1970
6/3/2014,235000,1970
1/6/2015,214000,1970
6/18/2014,279950,1970
9/16/2014,243000,1970
8/5/2014,245000,1970
8/25/2014,165000,1970
3/24/2015,698000,1970
5/13/2014,550000,1970
12/26/2014,920000,1970
7/9/2014,137124,1970
2/6/2015,629000,1970
5/20/2014,1.28E+06,1970
1/8/2015,375000,1970
3/30/2015,200000,1970
9/16/2014,169950,1970
9/8/2014,415000,1970
2/23/2015,392000,1970
3/23/2015,405000,1970
5/4/2015,440000,1970
3/18/2015,178000,1970
5/30/2014,950000,1970
3/30/2015,350000,1970
10/15/2014,494950,1970
12/16/2014,880000,1970
10/17/2014,450000,1970
4/13/2015,380000,1970
8/27/2014,259875,1970
11/5/2014,385000,1970
10/20/2014,355000,1970
7/28/2014,215000,1970
10/15/2014,330000,1970
3/30/2015,395000,1970
3/5/2015,218000,1970
5/5/2015,500000,1970
7/30/2014,775000,1970
3/20/2015,480000,1970
3/19/2015,190848,1970
1/8/2015,595000,1970
4/22/2015,525000,1970
12/9/2014,417400,1970
4/17/2015,375000,1970
3/25/2015,480000,1970
9/19/2014,432000,1970
6/3/2014,875000,1970
4/17/2015,270000,1970
11/5/2014,850000,1970
3/25/2015,230000,1970
3/17/2015,105000,1970
1/2/2015,325000,1970
9/17/2014,325000,1970
9/22/2014,400000,1970
5/15/2014,174950,1970
2/17/2015,335000,1970
7/11/2014,440000,1970
12/26/2014,152500,1970
4/20/2015,267950,1970
12/9/2014,699000,1970
8/27/2014,370000,1970
7/3/2014,605000,1970
4/7/2015,825000,1970
1/14/2015,265000,1970
7/14/2014,745000,1970
5/6/2015,259500,1970
3/5/2015,205000,1970
6/19/2014,600000,1970
10/10/2014,318000,1970
4/23/2015,515000,1970
8/19/2014,335500,1970
6/16/2014,455000,1970
8/13/2014,478000,1970
6/2/2014,327000,1970
4/28/2015,1.39E+06,1970
9/26/2014,240000,1970
3/2/2015,350000,1970
7/8/2014,415000,1970
